"ca","k","MAP","integralfnoc rel error (%)","averwp1 rel error (%)","averE rel error (%)","averA rel error (%)","averm rel error (%)","avercica rel error (%)","fL","averw","averE","averA","averm","avercica"
400,0.025,500,0.00110478593338286,0.00207803786943719,0.0501679189806384,0.00135461712244688,0.000623612457227869,0.000548603953074871,0.63753684135345,0.200829758504589,0.0027381238581886,4.43678711774265,1.1472439100452,0.268591784704762
400,0.05,500,3.51445392275838e-06,0.00243511877463681,0.206085245970598,0.00190942588852587,0.000443189569488934,0.00371261155016786,0.546487294790488,0.190854999764196,0.0027397248459178,5.28351794647701,1.81591724145436,0.318057865034745
400,0.1,500,6.16986603270539e-06,0.00335560251558766,0.525521346522428,9.21665184553557e-06,0.000609535653603749,0.000861728133206249,0.437091534129648,0.185730676951565,0.00273972642778874,6.24556046629922,2.6968946327931,0.374081268722889
400,0.025,600,0.00137734820780207,0.00192982746275056,0.036686996699563,0.00118228857593485,0.000606181955698363,0.000162485796490904,0.599205605050784,0.21276133052557,0.00327940179253685,4.9981430410642,1.13889588594022,0.303215861578797
400,0.05,600,4.95431812053821e-06,0.00216015405902196,0.128848898900511,0.00167582979185964,0.000462296534194404,0.00113978698949561,0.50475217944666,0.19807736814885,0.00328764205165626,5.89921883841172,1.80130161588835,0.355940273457123
400,0.1,600,9.11181661494193e-06,0.00311410079438182,0.221958013115409,4.84124383230026e-06,0.00069134910835584,0.00408435347207617,0.390256190996287,0.190551875176589,0.00328767154923952,6.94254717883423,2.6788037912773,0.416774317173607
400,0.025,700,0.00147241168712964,0.00172335528286469,0.0287123625958439,0.00104328567816236,0.000589140407559655,2.19289461187593e-05,0.563569089832205,0.226689156935933,0.00380872726194886,5.52559138150163,1.12339807927102,0.335803163052967
400,0.05,700,6.39452952093008e-06,0.00190134601836393,0.088226587341815,0.00149014123968636,0.000470038039344488,0.000208252814388578,0.467015515480862,0.206873167872277,0.00383533930047747,6.46915449546952,1.7686673190674,0.391126078135531
400,0.1,700,1.23618582559917e-05,0.00284363701381181,0.106350563074845,0.00198766016007644,0.000725227930525816,0.00155963483052533,0.350155910631191,0.196210668187147,0.00383561665925252,7.56500363007989,2.62376659639109,0.455104209461362
400,0.025,800,0.00147981838831561,0.0015222137198692,0.0234727870198001,0.000929363966102659,0.000572582513216748,1.69089300584433e-05,0.530485891657948,0.242112002189348,0.00431822884419075,6.01894880159042,1.10393451324928,0.366321099303059
400,0.05,800,7.80007640701477e-06,0.00166226529728507,0.064023666305531,0.00133511291144986,0.000471427163526935,3.09012896814951e-05,0.432268294560991,0.217466975482706,0.00438206597043627,7.00392393433894,1.72422838244036,0.424232959406625
400,0.1,800,1.58121587305025e-05,0.00258338293644821,0.055163535072446,0.00176292079240092,0.000736488324303008,0.00140542606471163,0.315106399435379,0.202846891520494,0.00438356098034525,8.12935761057787,2.54481882611312,0.490021681471558
400,0.025,900,0.00144520692165873,0.00134588112603285,0.0199528688466764,0.000835231682957657,0.000556604112464396,6.09280384029972e-05,0.499960591974749,0.258436548886559,0.00480096485093629,6.4766653882982,1.08258108534367,0.394659587529403
400,0.05,900,0.00188799173297133,0.00144494714218387,0.0488103057658736,0.00120163932231647,0.000468878434250588,0.000232364407915528,0.399900581101992,0.230023769380727,0.00492598524640201,7.50978824128482,1.67192935139513,0.455622594001232
400,0.1,900,1.93666729434028e-05,0.00233721379353268,0.0305136109314185,0.00158442165304061,0.000735849715325751,0.00127904455185784,0.283963632397273,0.210641337948375,0.00493149598851526,8.64726378573145,2.45001793285613,0.522203184497278
400,0.025,1000,0.00139197358866976,0.00119479726891864,0.0175068372280716,0.000757011350515103,0.000541296981094824,9.93956103490328e-05,0.471995233076878,0.275103539928423,0.00525211354041162,6.89771987449593,1.06070470792913,0.420745716144669
400,0.05,1000,0.00172632209337968,0.00125094370733767,0.0386336018760498,0.0010846435375233,0.000463674930740674,0.000415145839627071,0.369571929485168,0.244584504621181,0.00546381210780233,7.98975495453119,1.61456852831296,0.485462205272383
400,0.1,1000,2.29445418524556e-05,0.0021050306749019,0.0176957613004363,0.00143569942330886,0.000727487172243713,0.00116958048068273,0.255920725748647,0.219821963599957,0.00547936842501365,9.12726178115627,2.3445486393613,0.552145638188888
400,0.025,1100,0.00133220244344248,0.00107071821620055,0.0157767437472713,0.00069166836095027,0.000526734160932059,0.000128998408902242,0.44653462167725,0.291656559872853,0.00566920444703561,7.28226947213316,1.03917978130202,0.444582546404271
400,0.05,1100,0.00157666818242122,0.00108106229639996,0.0313787931601647,0.000981180147415106,0.00045657005046793,0.000548963549215765,0.34112917215036,0.261032237935687,0.00599098686171593,8.44454365123766,1.55435149018831,0.513781321846676
400,0.1,1100,2.6506343195152e-05,0.00188596847170112,0.0106036288300901,0.0013047727230004,0.000715238375387539,0.00107213275409398,0.230394427384341,0.230665278713985,0.00602696165708049,9.57568074724174,2.23188633479448,0.580217758452341
400,0.025,1200,0.00127206238537815,0.000969847489412784,0.0145527079269313,0.000636774308287868,0.000512962433520003,0.000150947808292501,0.423462302329409,0.307761384004976,0.00605177050723827,7.63160833835121,1.01853455345366,0.466245641650636
400,0.05,1200,0.00143923954320842,0.000935047958565011,0.0261918565460957,0.00199493739839639,0.000448057757464489,0.000638958392767971,0.314531966084193,0.279096919583277,0.00650222423486674,8.87345974722777,1.49310537441688,0.540524090451001
400,0.1,1200,3.00141516199881e-05,0.00167955590038446,0.00655407100501548,0.00118944642904188,0.000700301298039235,0.000984807211209911,0.206961186893883,0.243482603576236,0.0065736411529084,9.99712805506499,2.1145033042745,0.606687164561271
400,0.025,1300,0.00121457614060046,0.000891372922041091,0.0137000629932803,0.00059038039590578,0.00050000246699322,0.000167004914181016,0.402616864000271,0.323196365860445,0.00640079581515287,7.94785552171513,0.999059131753751,0.485863124369381
400,0.05,1300,0.00131408062023636,0.000811642803127927,0.0224052519504196,0.00153540544457861,0.000438499156827525,0.000695121312363377,0.289792370197211,0.298396754168303,0.00699228993407777,9.27522853737608,1.43234681531085,0.565602130756255
400,0.1,1300,0.00191641101196882,0.00148621815115675,0.00413872449700152,0.00108574321008506,0.000683256549433483,0.000905162562218139,0.185322082029299,0.25858276904449,0.00711798268038785,10.3947231163723,1.99434497199849,0.631732542228684
400,0.025,1400,0.00116108548273565,0.000818837483248112,0.0131154170675704,0.000550926793116696,0.000487852884482056,0.000178696258999272,0.383812005819431,0.337830911636393,0.00671818182660708,8.23360722909016,0.980885220556944,0.503593700319403
400,0.05,1400,0.00120099130596677,0.00070898892942356,0.0196135203056437,0.0011994668176023,0.000428183073240593,0.000726646983356612,0.266929036524057,0.318495588075767,0.00745669159623741,9.64870915987162,1.37328646808206,0.588935841223241
400,0.1,1400,0.00175130736426934,0.00130728350670469,0.0026496082495798,0.000991200694944998,0.000664368834553328,0.000831712851311602,0.165280583822524,0.276209033413936,0.00765732509946074,10.7701219801397,1.87314371088238,0.655443523206869
400,0.025,1500,0.00111204220792956,0.000760641285527459,0.0127951383550185,0.000517168630584295,0.000476495723189081,0.00018720051507854,0.36685338325457,0.351602180979282,0.00700632267522448,8.49165136614889,0.964043276678476,0.519608664093978
400,0.05,1500,0.00109951626537304,0.000625433375398476,0.0175276756919381,0.000949792347853094,0.000417335745954822,0.000740875817330738,0.245939048058459,0.338958118775025,0.00789212190578799,9.99327970294849,1.31682793509368,0.610480021008672
400,0.1,1500,0.00159339423819694,0.00114469938433129,0.00172288121190089,0.000904413413256405,0.000643754287717961,0.000763673018872326,0.146727397383319,0.296470409819647,0.00818761788150866,11.123746297349,1.75263947475707,0.677833578792287
400,0.025,1600,0.00106724229329446,0.000713517439400586,0.0127199941256774,0.000488114304730524,0.000465901821176738,0.000193393416320274,0.35155043939573,0.364494684077149,0.00726780418363947,8.72476718715614,0.948502100417832,0.534079266972768
400,0.05,1600,0.00100898493982223,0.000562079611504394,0.0159675017879293,0.000761596061816313,0.000406107516306961,0.000743347812743288,0.226785749342251,0.359391344424622,0.00829661764691828,10.3090137256476,1.2635837904398,0.630234212140065
400,0.1,1600,0.00144348337386884,0.00100060311922043,0.00113360191105009,0.00082470912627332,0.000621492251991282,0.000700761213515616,0.129618774402769,0.319281873135905,0.00870349496419406,11.4549669230299,1.63463111667074,0.698850978313101
400,0.025,1700,0.00102616308712039,0.00066478655093236,0.0128723359677457,0.000462975117618706,0.000456035525112817,0.00019791909815234,0.3377236606127,0.37652421049496,0.00750520851244534,8.93560061635561,0.934195392336225,0.547168837950713
400,0.05,1700,0.000928585024610751,0.000525814181505252,0.0148579148591034,0.000617983658733647,0.00039478681243151,0.000738123968457867,0.209398228147847,0.379468612236084,0.00866948985022913,10.5966650044408,1.2139108129501,0.648241566551855
400,0.1,1700,0.00130268547249483,0.000877259591958494,0.000747470701975403,0.000751898132580659,0.000597690825233684,0.000643034291489416,0.11395178343875,0.344342401389416,0.00919880054745301,11.7625327408401,1.52092396316623,0.718405489153165
400,0.025,1800,0.00098904811226656,0.000625479415562302,0.0132307548267996,0.000441125599666704,0.000446858650715404,0.000201254314235457,0.325208371205105,0.387725963655879,0.00772099788484948,9.12659645237176,0.921039037870637,0.55902847563408
400,0.05,1800,0.000857439865565288,0.00045285568782535,0.0141118265994325,0.00050663599516568,0.000383534440545109,0.000728129378659596,0.193677528388356,0.398938195339575,0.0090111149724408,10.8575450265038,1.16795720481318,0.664581019127584
400,0.1,1800,0.0011721832917062,0.000775639039847752,0.000496209609248019,0.000686068681250437,0.000572534185288355,0.000590746249852629,0.0997372398657276,0.371158607431689,0.00966737630835558,12.0450674115761,1.41319196621086,0.736399803129692
400,0.025,1900,0.000955549489952192,0.000592228226574783,0.0137861963940572,0.000422074014092165,0.00043833397190105,0.000203760169162438,0.313856178090883,0.398146188517328,0.00791745289814024,9.29996928935084,0.908942014974965,0.569795171943529
400,0.05,1900,0.000794678947341543,0.000413655185343851,0.0136626530898413,0.000420006788187615,0.000372492886312952,0.000714538901215107,0.179505537672829,0.417620827653146,0.0093226708000812,11.0933587103427,1.12571293945685,0.679356856870408
400,0.1,1900,0.00105304339663135,0.000732057142306845,0.000330570096152377,0.000627456151908838,0.000546321099703925,0.000544262917279041,0.0869759309210062,0.399107756769845,0.0101038913930451,12.301533065473,1.31281962796932,0.752759105390397
400,0.025,2000,0.000925342051150662,0.000563579812701963,0.0145812158230446,0.000405443540759281,0.000430428889621924,0.00020572471592936,0.303534948238595,0.407836474589225,0.00809664630374581,9.45769884240506,0.897813032209079,0.579591471011387
400,0.05,2000,0.000739501019362625,0.00493073395651453,0.0134514464144314,0.000352166015618998,0.000361793236329149,0.000699660082279399,0.166753876320556,0.435400943831342,0.00960587613506983,11.306042209796,1.08705648982862,0.692688430530857
400,0.1,2000,0.000946088866798449,0.000648025812746682,0.000220999791458039,0.000576362858002047,0.000519475856357754,0.00050401251043832,0.075642720914458,0.427520399637285,0.0105044829287175,12.531553062136,1.22078147068762,0.767451782731305
400,0.025,2100,0.000898155461751077,0.000538633561804989,0.0154478900768503,0.00039096793351107,0.000423120723630741,0.000207404555300451,0.294127946767989,0.416850008966275,0.00826043859035107,9.60153950495923,0.887564372083335,0.588526025973757
400,0.05,2100,0.00069124331389652,0.00449080771430954,0.013363199326145,0.000298902956064205,0.000351569205048678,0.000684707692027224,0.155291391108837,0.452214717573332,0.00986276687390954,11.4976259213781,1.05179421413508,0.704701459180927
400,0.1,2100,0.000851953856934913,0.000553754955894305,0.000147886597060836,0.000533234253597438,0.000492569018621414,0.000470582087804143,0.0656803443360549,0.455759558163258,0.0108670701628968,12.7355432734976,1.13759216225052,0.78049792859711
400,0.025,2200,0.000873819177162373,0.000516355653245447,0.0161517682500617,0.000378516814777018,0.000416407567280847,0.000209084753511081,0.285532551907856,0.4252392036094,0.00841048614018038,9.73303737219725,0.878113943112839,0.596694629502265
400,0.05,2200,0.000649502424164712,0.00406513719481761,0.0131659878643665,0.000257357666874835,0.000341990365943435,0.000670711528166947,0.144989768875431,0.468038905438591,0.0100955207193016,11.6701307251119,1.01969120218917,0.71552143255754
400,0.1,2200,0.000771408429627833,0.000518712665021391,9.94363297906176e-05,0.000498992809656059,0.000466392087111481,0.000445069223811816,0.0570016574310023,0.483279478086764,0.0111913332786126,12.9146673991322,1.06332957690058,0.791966554811082
400,0.025,2300,0.000852386701287018,0.00049548749930743,0.0158086777879277,0.000368217320784762,0.000410339062180692,0.000211228108429272,0.277658807569516,0.433054266738011,0.00854825598440185,9.85355045965626,0.869386209216318,0.604181449996182
400,0.05,2300,0.000614491405837621,0.00366442074665455,0.0122287085167896,0.000226069409032557,0.000333364411166949,0.000659054260245181,0.13572731938235,0.482879781120205,0.0103063301112649,11.8254965356443,0.990493999710777,0.725269053707017
400,0.1,2300,0.000706479691030648,0.000419586848115956,6.93080873931881e-05,0.000476239629278178,0.000442234979954721,0.000430323798067155,0.0494972717007287,0.509657232915627,0.0114784438626716,13.070674932121,0.997710692670889,0.801965221587639
400,0.025,2400,0.000834760102472413,0.000476160683188934,0.0134151197474345,0.000361131935463783,0.00040515006944881,0.000215184842861881,0.270427967967888,0.440342408814263,0.008675043434965,9.96426955479747,0.861312434671256,0.611060312290771
400,0.05,2400,0.000588902042882648,0.00327820193094937,0.00985022070564264,0.000206780948767496,0.000326624914304152,0.00268718586038341,0.127391225256022,0.496764332932906,0.0104973166700895,11.9655380285558,0.963946426551303,0.734055270681369
400,0.1,2400,0.000666318944526276,0.00307664284536958,6.15482327574273e-05,0.000475954164452643,0.000423519873044252,0.000437875101566168,0.0430452109298816,0.534599519511487,0.0117306699494441,13.2056905929124,0.940192236184599,0.810626488698197
400,0.025,2500,0.000846111543681514,0.000458120074386323,0.0114210028011704,0.000390184838156494,0.000402417072428874,0.000256261327759557,0.263771119416152,0.44714746594832,0.00879199036605044,10.0662382574475,0.853830527668329,0.61739593175325
400,0.05,2500,0.000677813428042279,0.00295044990512153,0.00798728255859014,0.000292351938605679,0.000332187768402492,0.00108674738292052,0.119878626781012,0.509733189028584,0.010670478355256,12.0919211942952,0.939799944797065,0.741988387316805
400,0.1,2500,0.000885422465722025,0.00229302012491728,0.000156012697967441,0.000686836711499877,0.000487129887245022,0.000647308897507195,0.0375200338110462,0.557931546610251,0.0119509642288249,13.3220100826709,0.890071670801813,0.818094719511091
400,0.025,2600,0.000803786179902751,0.000441855855055651,0.00987431083096479,0.000350473703522454,0.00231050424619061,0.000223469117840733,0.257627920987972,0.453509791138824,0.00890010288246143,10.1603714701537,0.846885276915352,0.623245054842199
400,0.05,2600,0.000541591240694068,0.00265681463192695,0.00652263216783208,0.000171383953418073,0.000312825925359569,8.4732374323851e-05,0.113096885951264,0.521835227280398,0.0108276607898378,12.2061547478771,0.917819958252009,0.749160347597467
400,0.1,2600,0.000589303876295469,0.0017550381995546,0.161337898325889,0.000465390753083299,0.000388417209551955,0.000434033113384655,0.0328000195363159,0.579576903209271,0.0121426001894438,13.4219338937145,0.846573160151158,0.824515296631922
400,0.025,2700,0.000785329677726143,0.000426230982911298,0.00874444476887626,0.00195897533109456,0.00222104821373981,0.000217278775379831,0.251945479558865,0.459466311844886,0.00900026771728223,10.2474750184021,0.840425395362727,0.628657486158384
400,0.05,2700,0.0005008906550328,0.00240680713575602,0.00548674526438956,0.000140207590484217,0.000301478387178625,0.000412212107851738,0.106963312746192,0.533123609959938,0.0109705454880148,12.3095914572464,0.897789210482125,0.755655679473341
400,0.1,2700,0.000503559392457019,0.00136871687618426,0.107806015422158,0.000391250509994539,0.000356353356562317,0.000371446933291053,0.0287720021075012,0.59953394454509,0.0123089204270563,13.5076500881828,0.80891217310897,0.830026970750311
400,0.025,2800,0.000764621620108103,0.000412080444680519,0.00783721847985126,0.0018942493127718,0.00214117910880074,0.000211629573376101,0.24667735967237,0.465050685950345,0.00909326707030632,10.3282483439498,0.834406720203288,0.633676997799004
400,0.05,2800,0.000473076531829953,0.00219293479573526,0.00469723060464089,0.000120480327552229,0.000293002623215105,0.00112151170118377,0.101404567870891,0.543652961115521,0.0111006492957336,12.4034356235536,0.879509199030395,0.761549679655414
400,0.1,2800,0.000438816096245975,0.00108502225371066,0.0769271676364888,0.000358714214025438,0.000324838649891207,0.000348037337064862,0.0253340591418029,0.617853762311939,0.0124531176821956,13.5811632963213,0.776338788675484,0.834757181855627
400,0.025,2900,0.000747658530586628,0.000398952595430841,0.00712852858560798,0.00183773973657876,0.0020685557821547,0.000208686910205836,0.241782720575286,0.470293511295842,0.00917979181643123,10.4033154999309,0.828789190805387,0.638342125568304
400,0.05,2900,0.000450331279907314,0.00200874167496674,0.00409153366395785,0.000105294825656506,0.000284697955544322,0.00172580097906567,0.0963558946205939,0.553477426228226,0.0112193308303249,12.4887540033164,0.8628002916819,0.76690907952232
400,0.1,2900,0.00039217523765378,0.000875439979405615,0.0571141813943846,0.000339765899410389,0.000299526608216362,0.00034023344643935,0.022396536165337,0.634621551002196,0.0125781449691089,13.6442606791113,0.748163129157039,0.838819767680949
400,0.025,3000,0.00073283335163229,0.000386571177637477,0.205507387452892,0.00178690404378479,0.00200213526386775,0.000206658110672244,0.237225568908851,0.475222559706189,0.00926045165715734,10.4732241857549,0.823536977606186,0.642686861006516
400,0.05,3000,0.000431162854429629,0.00184553959337562,0.165606708793472,9.29226496643835e-05,0.000276416074479611,0.00220621410983869,0.0917602831008904,0.562649393318894,0.0113277979546679,12.5664883167162,0.847501037863143,0.77179281492609
400,0.1,3000,0.000354614944014802,0.000716437504349995,0.043660741885331,0.000330132164529259,0.000277456203255283,0.000347744140919904,0.0198819310622552,0.649942078076486,0.0126866555733311,13.6985041064807,0.723767433321198,0.842314372952501
400,0.025,3100,0.000719443003993545,0.000374824821213374,0.185781136957414,0.00174066183974984,0.00194115022901275,0.00020505389629407,0.232974114189372,0.479863017078136,0.00933579119566437,10.5384584704717,0.818618019280991,0.646741250017702
400,0.05,3100,0.000412950588267657,0.00170089232235901,0.143160446503528,8.24699750600503e-05,0.00026857599347108,0.00258245443159887,0.0875676329956868,0.571218697873512,0.0114271321023499,12.6374681311696,0.833467018136543,0.776252822973219
400,0.1,3100,0.000323176854672524,0.000593946829167679,0.0341792807005397,0.000330020966899529,0.000257746675802739,0.0021883060599482,0.0177240890605265,0.663929042549865,0.0127809874866331,13.745238996844,0.702609036728169,0.845326977296998
400,0.025,3200,0.000707162209143008,0.000363838818877168,0.170003871169562,0.00169833413428936,0.00188495980174662,0.000203691060059016,0.229000214272552,0.484237718213796,0.00940628992391363,10.599447129542,0.814003601505818,0.650531909202735
400,0.05,3200,0.000395057021928682,0.00156984689831607,0.125366562558789,7.36251970605235e-05,0.000261274322922023,0.000538409083727677,0.0837339546657663,0.579232173759972,0.0115182835332201,12.702423372947,0.820569463010406,0.78033626828645
400,0.1,3200,0.000296376027404518,0.00049858573475034,0.0272752115966696,0.000332875239235721,0.000239998614832901,0.00174116957844682,0.0158670454812109,0.6766977102968,0.0128631724609472,13.7856124550579,0.684217710445021,0.847930876766935
400,0.025,3300,0.000695806502821332,0.000353747980946116,0.15705752093547,0.0016594161040981,0.00183301465310113,0.000202484382542217,0.225278898801227,0.488367369803862,0.00947237579502886,10.6565708221104,0.809667978205842,0.654082470515521
400,0.05,3300,0.000377968284964715,0.00145545996821733,0.111096183518679,6.60646688418877e-05,0.000254531667734124,0.000528281211649993,0.0802206302846784,0.58673344598912,0.0116020960721786,12.7619960400889,0.808693791857698,0.784080416272957
400,0.1,3300,0.000273275061662962,0.000423357806496731,0.0221195597662571,0.00182856463205546,0.000223971212204356,0.00142911357101353,0.0142637444192198,0.688360110576247,0.0129349589373146,13.8205960392735,0.668189882334965,0.850188272440884
400,0.025,3400,0.000685250754401951,0.000344451608981274,0.146221126916611,0.00162350331616074,0.00178486123150124,0.000201388452709212,0.221787959785254,0.492270758054264,0.00953443039378905,10.7101682667303,0.805588033805674,0.657413963970439
400,0.05,3400,0.000362202830096683,0.00135502575356868,0.0994237804964977,5.95516757701114e-05,0.000248244790511312,0.000519028802860947,0.0769937448106902,0.593762888238672,0.011679316349499,12.8167509036324,0.797738166397519,0.787522167186176
400,0.1,3400,0.000253208058785159,0.000363361146841887,0.0181900914705078,0.00152450280194574,0.000209461282476548,0.00119888785560029,0.012874773949571,0.699022127571758,0.0129978414955577,13.8510070343591,0.65418144911302,0.852151591498851
400,0.025,3500,0.000675400934105903,0.000335863094504569,0.136983969773297,0.00158981277522004,0.0017401102537692,0.000200376676543884,0.21850759972113,0.495964939439924,0.00959279468685788,10.7605415562711,0.801742983726577,0.660545147080246
400,0.05,3500,0.000347773357009214,0.00126636037218766,0.0897231284166529,5.39055708314714e-05,0.000242347926331882,0.000510561007342138,0.0740234890672916,0.600357689075342,0.0117506050574171,12.8671851215488,0.787612114663348,0.790692682774751
400,0.1,3500,0.000235544119720051,0.000314944347675045,0.0151341385921292,0.00129463571956854,0.000196328186004973,0.00102258176955336,0.0116671954133673,0.708781932691189,0.0130530921340064,13.8775335336327,0.641900255653398,0.853864921570805
